16,0
0.0,0.0
7.5096894583627245,0.5
30.502110614747536,1.0
10.168071584235308,1.5
6.9955782897957945,2.0
10.927723967791758,2.5
30.141089616137304,3.0
7.986629080783672,3.5
8.940592190801794,4.0
15.150529046950153,4.5
10.359041792309231,5.0
10.383264324447701,5.5
7.4370733257758035,6.0
5.530111075473288,6.5
4.923983898504308,7.0
13.331995922585973,7.5
20.421630306758644,8.0
4.576530490947755,8.5
5.6865461049393025,9.0
6.261632400492512,9.5
4.1800440215834564,10.0
3.77650919804828,10.5
38.826411556705395,11.0
21.619418285611072,11.5
9.119640432398338,12.0
7.453450951519929,12.5
