12,5
9.869242623087318,0.0
10.211826172384523,0.5
12.971942930609712,1.0
16.371047118149544,1.5
9.52473455347163,2.0
10.447900896075248,2.5
13.858986461570156,3.0
10.899381666841293,3.5
11.535655731085566,4.0
11.577106770802388,4.5
11.582839492843188,5.0
7.6836935209597055,5.5
9.565024918786332,6.0
10.026129593497538,6.5
9.5301897423645,7.0
13.78734674425679,7.5
9.918180949439979,8.0
9.441538282009168,8.5
9.767158946087687,9.0
9.575668671334666,9.5
9.897206217252132,10.0
19.035443368656875,10.5
9.140076165536096,11.0
10.30263753483333,11.5
9.648538248385712,12.0
20.30422434489182,12.5
10.928172718012718,13.0
10.154294264264543,13.5
